Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.3,11.7,14.2,20,333
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.8,12.8,22,301
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,355
JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5.0,8,AS6,Z,15.6,10.4,13.3,21,311
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
JAGUAR,XJR  LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.6,10.7,14.0,20,328
JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21,313
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.6,10.6,13.3,21,317
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,428
LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.0,13.5,18.7,15,438
LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,AM7,Z,23.9,14.5,19.7,14,461
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19,341
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,303
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,303
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,13.0,15.8,18,372
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,321
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20,333
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.5,19,339
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,355
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,358
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.8,11.9,14.7,19,340
MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,AS8,Z,16.8,12.4,14.7,19,346
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.8,20,321
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,13.1,22,301
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,20.0,16.6,18.5,15,413
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS7,Z,22.2,18.0,20.3,14,467
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A9,Z,17.4,11.1,14.6,19,353
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,363
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363
MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,AS7,Z,18.2,14.0,16.3,17,369
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AS7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AS7,Z,14.5,10.8,12.8,22,303
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,AS7,Z,16.4,10.6,13.8,20,322
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,305
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Z,17.6,10.9,14.6,19,349
MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6.0,12,AS7,Z,17.1,11.0,14.3,20,348
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS7,Z,18.7,11.6,15.5,18,365
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS7,Z,17.6,10.8,14.5,19,340
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,AS7,Z,19.0,16.6,17.9,16,401
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,15.3,11.3,13.5,21,318
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.4,11.4,13.0,22,306
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,16.7,12.9,15.0,19,347
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS7,Z,18.2,11.0,15.0,19,359
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Z,17.5,10.8,14.5,19,350
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.9,15.4,18,362
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,10.6,12.9,22,304
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.8,20,326
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,16.0,12.0,14.2,20,333
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.5,12.7,15.4,18,361
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.0,12.6,16.7,17,390
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,20.0,12.6,16.7,17,390
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.7,17.1,17,400
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.6,12.8,17.1,17,401
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.0,12.5,16.1,18,375
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.7,13.8,16.5,17,380
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.6,12.8,22,301
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.8,12.3,14.2,20,334
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.9,15.3,18,358
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,12.6,14.9,19,349
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.1,13.9,16.2,17,378
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20,332
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,346
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,16.0,9.5,13.1,22,304
AUDI,R8 QUATTRO,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19,338
AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,17.1,11.3,14.5,19,338
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,17.0,9.6,13.7,21,318
AUDI,S8,MID-SIZE,4.0,8,AS8,Z,16.2,9.9,13.4,21,313
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,18.8,12.2,15.9,18,370
BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6.0,12,AS8,Z,20.4,12.0,16.6,17,389
BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6.0,12,AS8,Z,20.4,12.0,16.6,17,389
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,18.8,10.7,15.1,19,353
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,20.4,12.0,16.6,17,389
BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,20.9,13.0,17.3,16,405
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M6 COUPE,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344
BMW,M6 COUPE,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
BMW,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21,317
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21,317
BMW,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
BUGATTI,CHIRON,TWO-SEATER,8.0,16,AM7,Z,26.8,16.6,22.2,13,522
CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.0,9.9,12.7,22,311
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14.0,20,329
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,14.0,20,329
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15.0,10.2,12.8,22,302
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.8,11.3,15.4,18,361
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.1,12.0,14.8,19,348
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20,336
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.9,13.1,22,307
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.0,15.0,18.3,15,309
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20,324
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,331
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,313
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,312
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.3,15.7,19.3,15,321
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
CHEVROLET,TAHOE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHALLENGER SRT DEMON,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.0,10.1,13.3,21,312
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
DODGE,DURANGO AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.2,13.2,21,311
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,305
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.2,13.1,22,308
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.2,13.1,22,307
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20,324
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20,323
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.5,11.2,13.0,22,305
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.6,10.9,13.0,22,304
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.0,13.3,21,311
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.7,11.8,13.8,20,324
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.8,20,324
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.7,12.4,14.2,20,334
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,16.1,12.4,14.5,19,339
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,21.4,17.2,19.5,14,325
FORD,F-150 RAPTOR 4WD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,403
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS10,X,15.5,10.0,13.1,22,305
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341
FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19,345
FORD,T-150 WAGON,VAN - PASSENGER,3.7,6,AS6,X,16.8,13.1,15.1,19,354
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.2,10.2,13.0,22,306
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.9,10.9,13.1,22,307
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,323
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.0,15.0,18.3,15,309
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20,324
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,331
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,313
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,312
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.3,15.7,19.3,15,321
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.1,11.3,14.5,19,340
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.3,12.8,22,301
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.2,15.1,19,354
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
JAGUAR,F-TYPE COUPE R-DYNAMIC,TWO-SEATER,3.0,6,M6,Z,15.3,10.0,12.9,22,302
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
JAGUAR,F-TYPE R AWD COUPE,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21,313
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
JEEP,GRAND CHEROKEE 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21,313
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.6,10.6,13.3,21,317
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,23.8,14.1,19.4,15,454
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,24.2,14.5,19.8,14,464
LAMBORGHINI,AVENTADOR S COUPE,TWO-SEATER,6.5,12,AM7,Z,23.8,14.1,19.4,15,454
LAMBORGHINI,AVENTADOR S ROADSTER,TWO-SEATER,6.5,12,AM7,Z,24.2,14.5,19.8,14,464
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.8,11.4,14.4,20,336
LAMBORGHINI,HURACAN AWD,TWO-SEATER,5.2,10,AM7,Z,17.2,12.2,15.0,19,349
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.7,11.7,14.5,19,337
LAMBORGHINI,HURACAN SPYDER AWD,TWO-SEATER,5.2,10,AM7,Z,17.2,12.3,15.0,19,350
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.0,12.9,14.6,19,341
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.2,12.8,15.8,18,371
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.3,13.3,21,310
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,355
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,358
MASERATI,LEVANTE,SUV - STANDARD,3.0,6,AS8,Z,16.4,11.9,14.4,20,340
MASERATI,LEVANTE S,SUV - STANDARD,3.0,6,AS8,Z,16.6,12.2,14.7,19,346
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.1,10.8,13.7,21,321
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,12.8,22,301
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,4.0,8,A9,Z,15.5,10.6,13.3,21,313
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,4.0,8,A9,Z,15.2,11.0,13.3,21,312
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,A7,Z,19.9,15.5,17.9,16,419
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,A7,Z,22.2,18.0,20.3,14,473
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,A7,Z,17.2,13.4,15.5,18,364
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,A7,Z,17.2,12.8,15.2,19,357
MERCEDES-BENZ,AMG GLS 63 4MATIC,SUV - STANDARD,5.5,8,A7,Z,17.6,13.3,15.7,18,367
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8,AM7,Z,14.5,10.8,12.8,22,302
MERCEDES-BENZ,AMG GT ROADSTER,TWO-SEATER,4.0,8,AM7,Z,14.7,11.0,13.0,22,304
MERCEDES-BENZ,AMG GT C COUPE,TWO-SEATER,4.0,8,AM7,Z,15.5,11.7,13.8,20,322
MERCEDES-BENZ,AMG GT C ROADSTER,TWO-SEATER,4.0,8,AM7,Z,15.5,11.7,13.8,20,322
MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4.0,8,AM7,Z,15.6,11.9,13.9,20,324
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AM7,Z,14.5,10.8,12.8,22,302
